GAME_DATE,GAME_ID,MATCHUP,HOME_TEAM,AWAY_TEAM,HOME_PREV_SEAS_WIN_PERC,HOME_PREV_SEAS_AVG_PTS_PER_GAME,HOME_PREV_SEAS_FG_PERC,HOME_PREV_SEAS_THREE_PERC,HOME_PREV_SEAS_FREE_THROW_PERC,HOME_PREV_SEAS_PLUS_MINUS,AWAY_PREV_SEAS_WIN_PERC,AWAY_PREV_SEAS_AVG_PTS_PER_GAME,AWAY_PREV_SEAS_FG_PERC,AWAY_PREV_SEAS_THREE_PERC,AWAY_PREV_SEAS_FREE_THROW_PERC,AWAY_PREV_SEAS_PLUS_MINUS,HOME_WIN
11/20/2013,21300164,MIA @ ORL,ORL,MIA,0.244,94.1,44.8,32.9,75.5,-7,0.805,102.9,49.6,39.6,75.4,7.9,0
11/20/2013,21300171,SAC @ PHX,PHX,SAC,0.305,95.2,44.3,33,74.4,-6.5,0.341,100.2,44.7,36.3,76.9,-4.9,0
11/20/2013,21300165,TOR @ PHI,PHI,TOR,0.415,93.2,44.4,36,72.9,-3.3,0.415,97.2,44.6,34.3,78.8,-1.5,0
11/20/2013,21300162,WAS @ CLE,CLE,WAS,0.293,96.5,43.4,34.6,75.6,-4.7,0.354,93.2,43.5,36.5,73.3,-2.5,0
11/20/2013,21300161,BKN @ CHA,CHA,BKN,0.256,93.4,42.5,33.5,75,-9.2,0.598,96.9,45,35.7,73.1,1.8,1
11/20/2013,21300170,BOS @ SAS,SAS,BOS,0.707,103,48.1,37.6,79.1,6.4,0.506,96.5,46.5,35.8,77.6,-0.2,1
11/20/2013,21300169,UTA @ NOP,NOP,UTA,0.329,94.1,44.8,36.3,77.6,-3.9,0.524,98,45.4,36.6,76.4,-0.1,1
11/20/2013,21300173,MEM @ GSW,GSW,MEM,0.573,101.2,45.8,40.3,79,0.9,0.683,93.4,44.4,34.5,77.3,4.1,0
11/20/2013,21300168,LAC @ MIN,MIN,LAC,0.378,95.7,43.9,30.5,74.2,-2.4,0.683,101.1,47.8,35.8,71.1,6.5,0
11/20/2013,21300167,POR @ MIL,MIL,POR,0.463,98.9,43.5,36,73.6,-1.5,0.402,97.5,44.8,35.3,77.6,-3.2,0
11/20/2013,21300166,DET @ ATL,ATL,DET,0.537,98,46.4,37.1,71.5,0.4,0.354,94.9,44.9,35.6,69.9,-4,1
11/20/2013,21300172,HOU @ DAL,DAL,HOU,0.5,101.1,46.2,37.2,79.3,-0.6,0.549,106,46.1,36.6,75.4,3.5,1
11/20/2013,21300163,IND @ NYK,NYK,IND,0.659,100,44.8,37.6,75.9,4.2,0.605,94.7,43.6,34.7,74.6,4,0
11/21/2013,21300174,LAC @ OKC,OKC,LAC,0.732,105.7,48.1,37.7,82.8,9.2,0.683,101.1,47.8,35.8,71.1,6.5,1
11/21/2013,21300175,CHI @ DEN,DEN,CHI,0.695,106.1,47.8,34.3,70.1,5.1,0.549,93.2,43.7,35.3,77.3,0.3,1
11/22/2013,21300181,SAS @ MEM,MEM,SAS,0.683,93.4,44.4,34.5,77.3,4.1,0.707,103,48.1,37.6,79.1,6.4,0
11/22/2013,21300179,IND @ BOS,BOS,IND,0.506,96.5,46.5,35.8,77.6,-0.2,0.605,94.7,43.6,34.7,74.6,4,0
11/22/2013,21300180,ATL @ DET,DET,ATL,0.354,94.9,44.9,35.6,69.9,-4,0.537,98,46.4,37.1,71.5,0.4,0
11/22/2013,21300177,MIL @ PHI,PHI,MIL,0.415,93.2,44.4,36,72.9,-3.3,0.463,98.9,43.5,36,73.6,-1.5,1
11/22/2013,21300176,PHX @ CHA,CHA,PHX,0.256,93.4,42.5,33.5,75,-9.2,0.305,95.2,44.3,33,74.4,-6.5,0
11/22/2013,21300178,WAS @ TOR,TOR,WAS,0.415,97.2,44.6,34.3,78.8,-1.5,0.354,93.2,43.5,36.5,73.3,-2.5,1
11/22/2013,21300182,BKN @ MIN,MIN,BKN,0.378,95.7,43.9,30.5,74.2,-2.4,0.598,96.9,45,35.7,73.1,1.8,1
11/22/2013,21300184,UTA @ DAL,DAL,UTA,0.5,101.1,46.2,37.2,79.3,-0.6,0.524,98,45.4,36.6,76.4,-0.1,1
11/22/2013,21300186,GSW @ LAL,LAL,GSW,0.549,102.2,45.8,35.5,69.2,1.2,0.573,101.2,45.8,40.3,79,0.9,1
11/22/2013,21300185,CHI @ POR,POR,CHI,0.402,97.5,44.8,35.3,77.6,-3.2,0.549,93.2,43.7,35.3,77.3,0.3,1
11/22/2013,21300183,CLE @ NOP,NOP,CLE,0.329,94.1,44.8,36.3,77.6,-3.9,0.293,96.5,43.4,34.6,75.6,-4.7,1
11/23/2013,21300192,MIN @ HOU,HOU,MIN,0.549,106,46.1,36.6,75.4,3.5,0.378,95.7,43.9,30.5,74.2,-2.4,1
11/23/2013,21300194,CLE @ SAS,SAS,CLE,0.707,103,48.1,37.6,79.1,6.4,0.293,96.5,43.4,34.6,75.6,-4.7,1
11/23/2013,21300193,CHA @ MIL,MIL,CHA,0.463,98.9,43.5,36,73.6,-1.5,0.256,93.4,42.5,33.5,75,-9.2,0
11/23/2013,21300187,SAC @ LAC,LAC,SAC,0.683,101.1,47.8,35.8,71.1,6.5,0.341,100.2,44.7,36.3,76.9,-4.9,1
11/23/2013,21300189,NYK @ WAS,WAS,NYK,0.354,93.2,43.5,36.5,73.3,-2.5,0.659,100,44.8,37.6,75.9,4.2,1
11/23/2013,21300188,PHI @ IND,IND,PHI,0.605,94.7,43.6,34.7,74.6,4,0.415,93.2,44.4,36,72.9,-3.3,1
11/23/2013,21300190,BOS @ ATL,ATL,BOS,0.537,98,46.4,37.1,71.5,0.4,0.506,96.5,46.5,35.8,77.6,-0.2,0
11/23/2013,21300191,ORL @ MIA,MIA,ORL,0.805,102.9,49.6,39.6,75.4,7.9,0.244,94.1,44.8,32.9,75.5,-7,1
11/23/2013,21300195,DAL @ DEN,DEN,DAL,0.695,106.1,47.8,34.3,70.1,5.1,0.5,101.1,46.2,37.2,79.3,-0.6,1
11/23/2013,21300196,POR @ GSW,GSW,POR,0.573,101.2,45.8,40.3,79,0.9,0.402,97.5,44.8,35.3,77.6,-3.2,0
11/24/2013,21300201,SAC @ LAL,LAL,SAC,0.549,102.2,45.8,35.5,69.2,1.2,0.341,100.2,44.7,36.3,76.9,-4.9,1
11/24/2013,21300200,UTA @ OKC,OKC,UTA,0.732,105.7,48.1,37.7,82.8,9.2,0.524,98,45.4,36.6,76.4,-0.1,1
11/24/2013,21300198,CHI @ LAC,LAC,CHI,0.683,101.1,47.8,35.8,71.1,6.5,0.549,93.2,43.7,35.3,77.3,0.3,1
11/24/2013,21300199,PHX @ ORL,ORL,PHX,0.244,94.1,44.8,32.9,75.5,-7,0.305,95.2,44.3,33,74.4,-6.5,0
11/24/2013,21300197,DET @ BKN,BKN,DET,0.598,96.9,45,35.7,73.1,1.8,0.354,94.9,44.9,35.6,69.9,-4,0
11/25/2013,21300203,MIN @ IND,IND,MIN,0.605,94.7,43.6,34.7,74.6,4,0.378,95.7,43.9,30.5,74.2,-2.4,1
11/25/2013,21300202,BOS @ CHA,CHA,BOS,0.256,93.4,42.5,33.5,75,-9.2,0.506,96.5,46.5,35.8,77.6,-0.2,0
11/25/2013,21300205,PHX @ MIA,MIA,PHX,0.805,102.9,49.6,39.6,75.4,7.9,0.305,95.2,44.3,33,74.4,-6.5,1
11/25/2013,21300207,DEN @ DAL,DAL,DEN,0.5,101.1,46.2,37.2,79.3,-0.6,0.695,106.1,47.8,34.3,70.1,5.1,0
11/25/2013,21300208,NOP @ SAS,SAS,NOP,0.707,103,48.1,37.6,79.1,6.4,0.329,94.1,44.8,36.3,77.6,-3.9,1
11/25/2013,21300209,CHI @ UTA,UTA,CHI,0.524,98,45.4,36.6,76.4,-0.1,0.549,93.2,43.7,35.3,77.3,0.3,1
11/25/2013,21300210,NYK @ POR,POR,NYK,0.402,97.5,44.8,35.3,77.6,-3.2,0.659,100,44.8,37.6,75.9,4.2,1
11/25/2013,21300206,HOU @ MEM,MEM,HOU,0.683,93.4,44.4,34.5,77.3,4.1,0.549,106,46.1,36.6,75.4,3.5,0
11/25/2013,21300204,MIL @ DET,DET,MIL,0.354,94.9,44.9,35.6,69.9,-4,0.463,98.9,43.5,36,73.6,-1.5,1
11/26/2013,21300213,ORL @ ATL,ATL,ORL,0.537,98,46.4,37.1,71.5,0.4,0.244,94.1,44.8,32.9,75.5,-7,0
11/26/2013,21300212,LAL @ WAS,WAS,LAL,0.354,93.2,43.5,36.5,73.3,-2.5,0.549,102.2,45.8,35.5,69.2,1.2,1
11/26/2013,21300214,GSW @ NOP,NOP,GSW,0.329,94.1,44.8,36.3,77.6,-3.9,0.573,101.2,45.8,40.3,79,0.9,0
11/26/2013,21300211,BKN @ TOR,TOR,BKN,0.415,97.2,44.6,34.3,78.8,-1.5,0.598,96.9,45,35.7,73.1,1.8,0
11/27/2013,21300227,NYK @ LAC,LAC,NYK,0.683,101.1,47.8,35.8,71.1,6.5,0.659,100,44.8,37.6,75.9,4.2,1
11/27/2013,21300225,GSW @ DAL,DAL,GSW,0.5,101.1,46.2,37.2,79.3,-0.6,0.573,101.2,45.8,40.3,79,0.9,1
11/27/2013,21300217,MEM @ BOS,BOS,MEM,0.506,96.5,46.5,35.8,77.6,-0.2,0.683,93.4,44.4,34.5,77.3,4.1,0
11/27/2013,21300222,WAS @ MIL,MIL,WAS,0.463,98.9,43.5,36,73.6,-1.5,0.354,93.2,43.5,36.5,73.3,-2.5,0
11/27/2013,21300219,MIA @ CLE,CLE,MIA,0.293,96.5,43.4,34.6,75.6,-4.7,0.805,102.9,49.6,39.6,75.4,7.9,0
11/27/2013,21300224,SAS @ OKC,OKC,SAS,0.732,105.7,48.1,37.7,82.8,9.2,0.707,103,48.1,37.6,79.1,6.4,1
11/27/2013,21300216,PHI @ ORL,ORL,PHI,0.244,94.1,44.8,32.9,75.5,-7,0.415,93.2,44.4,36,72.9,-3.3,1
11/27/2013,21300215,IND @ CHA,CHA,IND,0.256,93.4,42.5,33.5,75,-9.2,0.605,94.7,43.6,34.7,74.6,4,0
11/27/2013,21300223,DEN @ MIN,MIN,DEN,0.378,95.7,43.9,30.5,74.2,-2.4,0.695,106.1,47.8,34.3,70.1,5.1,0
11/27/2013,21300218,LAL @ BKN,BKN,LAL,0.598,96.9,45,35.7,73.1,1.8,0.549,102.2,45.8,35.5,69.2,1.2,0
11/27/2013,21300220,CHI @ DET,DET,CHI,0.354,94.9,44.9,35.6,69.9,-4,0.549,93.2,43.7,35.3,77.3,0.3,0
11/27/2013,21300226,POR @ PHX,PHX,POR,0.305,95.2,44.3,33,74.4,-6.5,0.402,97.5,44.8,35.3,77.6,-3.2,1
11/27/2013,21300221,ATL @ HOU,HOU,ATL,0.549,106,46.1,36.6,75.4,3.5,0.537,98,46.4,37.1,71.5,0.4,1
11/29/2013,21300240,LAC @ SAC,SAC,LAC,0.341,100.2,44.7,36.3,76.9,-4.9,0.683,101.1,47.8,35.8,71.1,6.5,0
11/29/2013,21300233,LAL @ DET,DET,LAL,0.354,94.9,44.9,35.6,69.9,-4,0.549,102.2,45.8,35.5,69.2,1.2,0
11/29/2013,21300235,GSW @ OKC,OKC,GSW,0.732,105.7,48.1,37.7,82.8,9.2,0.573,101.2,45.8,40.3,79,0.9,1
11/29/2013,21300230,MIA @ TOR,TOR,MIA,0.415,97.2,44.6,34.3,78.8,-1.5,0.805,102.9,49.6,39.6,75.4,7.9,0
11/29/2013,21300229,SAS @ ORL,ORL,SAS,0.244,94.1,44.8,32.9,75.5,-7,0.707,103,48.1,37.6,79.1,6.4,0
11/29/2013,21300239,PHX @ UTA,UTA,PHX,0.524,98,45.4,36.6,76.4,-0.1,0.305,95.2,44.3,33,74.4,-6.5,0
11/29/2013,21300237,NOP @ PHI,PHI,NOP,0.415,93.2,44.4,36,72.9,-3.3,0.329,94.1,44.8,36.3,77.6,-3.9,0
11/29/2013,21300236,WAS @ IND,IND,WAS,0.605,94.7,43.6,34.7,74.6,4,0.354,93.2,43.5,36.5,73.3,-2.5,1
11/29/2013,21300234,BKN @ HOU,HOU,BKN,0.549,106,46.1,36.6,75.4,3.5,0.598,96.9,45,35.7,73.1,1.8,1
11/29/2013,21300232,CLE @ BOS,BOS,CLE,0.506,96.5,46.5,35.8,77.6,-0.2,0.293,96.5,43.4,34.6,75.6,-4.7,1
11/29/2013,21300231,DAL @ ATL,ATL,DAL,0.537,98,46.4,37.1,71.5,0.4,0.5,101.1,46.2,37.2,79.3,-0.6,1
11/29/2013,21300238,NYK @ DEN,DEN,NYK,0.695,106.1,47.8,34.3,70.1,5.1,0.659,100,44.8,37.6,75.9,4.2,1
11/29/2013,21300228,MIL @ CHA,CHA,MIL,0.256,93.4,42.5,33.5,75,-9.2,0.463,98.9,43.5,36,73.6,-1.5,1
11/30/2013,21300247,BOS @ MIL,MIL,BOS,0.463,98.9,43.5,36,73.6,-1.5,0.506,96.5,46.5,35.8,77.6,-0.2,1
11/30/2013,21300246,UTA @ PHX,PHX,UTA,0.305,95.2,44.3,33,74.4,-6.5,0.524,98,45.4,36.6,76.4,-0.1,0
11/30/2013,21300243,BKN @ MEM,MEM,BKN,0.683,93.4,44.4,34.5,77.3,4.1,0.598,96.9,45,35.7,73.1,1.8,0
11/30/2013,21300245,HOU @ SAS,SAS,HOU,0.707,103,48.1,37.6,79.1,6.4,0.549,106,46.1,36.6,75.4,3.5,0
11/30/2013,21300242,CHI @ CLE,CLE,CHI,0.293,96.5,43.4,34.6,75.6,-4.7,0.549,93.2,43.7,35.3,77.3,0.3,1
11/30/2013,21300241,ATL @ WAS,WAS,ATL,0.354,93.2,43.5,36.5,73.3,-2.5,0.537,98,46.4,37.1,71.5,0.4,1
11/30/2013,21300244,MIN @ DAL,DAL,MIN,0.5,101.1,46.2,37.2,79.3,-0.6,0.378,95.7,43.9,30.5,74.2,-2.4,0
12/1/2013,21300250,PHI @ DET,DET,PHI,0.354,94.9,44.9,35.6,69.9,-4,0.415,93.2,44.4,36,72.9,-3.3,1
12/1/2013,21300249,IND @ LAC,LAC,IND,0.683,101.1,47.8,35.8,71.1,6.5,0.605,94.7,43.6,34.7,74.6,4,0
12/1/2013,21300253,MIN @ OKC,OKC,MIN,0.732,105.7,48.1,37.7,82.8,9.2,0.378,95.7,43.9,30.5,74.2,-2.4,1
12/1/2013,21300251,GSW @ SAC,SAC,GSW,0.341,100.2,44.7,36.3,76.9,-4.9,0.573,101.2,45.8,40.3,79,0.9,0
12/1/2013,21300252,CHA @ MIA,MIA,CHA,0.805,102.9,49.6,39.6,75.4,7.9,0.256,93.4,42.5,33.5,75,-9.2,1
12/1/2013,21300255,POR @ LAL,LAL,POR,0.549,102.2,45.8,35.5,69.2,1.2,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/1/2013,21300254,NOP @ NYK,NYK,NOP,0.659,100,44.8,37.6,75.9,4.2,0.329,94.1,44.8,36.3,77.6,-3.9,0
12/1/2013,21300248,DEN @ TOR,TOR,DEN,0.415,97.2,44.6,34.3,78.8,-1.5,0.695,106.1,47.8,34.3,70.1,5.1,0
12/2/2013,21300259,HOU @ UTA,UTA,HOU,0.524,98,45.4,36.6,76.4,-0.1,0.549,106,46.1,36.6,75.4,3.5,1
12/2/2013,21300256,ORL @ WAS,WAS,ORL,0.354,93.2,43.5,36.5,73.3,-2.5,0.244,94.1,44.8,32.9,75.5,-7,1
12/2/2013,21300260,IND @ POR,POR,IND,0.402,97.5,44.8,35.3,77.6,-3.2,0.605,94.7,43.6,34.7,74.6,4,1
12/2/2013,21300257,NOP @ CHI,CHI,NOP,0.549,93.2,43.7,35.3,77.3,0.3,0.329,94.1,44.8,36.3,77.6,-3.9,0
12/2/2013,21300258,ATL @ SAS,SAS,ATL,0.707,103,48.1,37.6,79.1,6.4,0.537,98,46.4,37.1,71.5,0.4,1
12/3/2013,21300265,PHX @ MEM,MEM,PHX,0.683,93.4,44.4,34.5,77.3,4.1,0.305,95.2,44.3,33,74.4,-6.5,1
12/3/2013,21300268,TOR @ GSW,GSW,TOR,0.573,101.2,45.8,40.3,79,0.9,0.415,97.2,44.6,34.3,78.8,-1.5,1
12/3/2013,21300263,DEN @ BKN,BKN,DEN,0.598,96.9,45,35.7,73.1,1.8,0.695,106.1,47.8,34.3,70.1,5.1,0
12/3/2013,21300262,MIL @ BOS,BOS,MIL,0.506,96.5,46.5,35.8,77.6,-0.2,0.463,98.9,43.5,36,73.6,-1.5,1
12/3/2013,21300264,DET @ MIA,MIA,DET,0.805,102.9,49.6,39.6,75.4,7.9,0.354,94.9,44.9,35.6,69.9,-4,0
12/3/2013,21300267,OKC @ SAC,SAC,OKC,0.341,100.2,44.7,36.3,76.9,-4.9,0.732,105.7,48.1,37.7,82.8,9.2,0
12/3/2013,21300266,CHA @ DAL,DAL,CHA,0.5,101.1,46.2,37.2,79.3,-0.6,0.256,93.4,42.5,33.5,75,-9.2,1
12/3/2013,21300261,ORL @ PHI,PHI,ORL,0.415,93.2,44.4,36,72.9,-3.3,0.244,94.1,44.8,32.9,75.5,-7,1
12/4/2013,21300270,LAC @ ATL,ATL,LAC,0.537,98,46.4,37.1,71.5,0.4,0.683,101.1,47.8,35.8,71.1,6.5,1
12/4/2013,21300271,PHX @ HOU,HOU,PHX,0.549,106,46.1,36.6,75.4,3.5,0.305,95.2,44.3,33,74.4,-6.5,0
12/4/2013,21300273,DAL @ NOP,NOP,DAL,0.329,94.1,44.8,36.3,77.6,-3.9,0.5,101.1,46.2,37.2,79.3,-0.6,0
12/4/2013,21300272,DET @ MIL,MIL,DET,0.463,98.9,43.5,36,73.6,-1.5,0.354,94.9,44.9,35.6,69.9,-4,0
12/4/2013,21300274,IND @ UTA,UTA,IND,0.524,98,45.4,36.6,76.4,-0.1,0.605,94.7,43.6,34.7,74.6,4,0
12/4/2013,21300276,OKC @ POR,POR,OKC,0.402,97.5,44.8,35.3,77.6,-3.2,0.732,105.7,48.1,37.7,82.8,9.2,1
12/4/2013,21300269,DEN @ CLE,CLE,DEN,0.293,96.5,43.4,34.6,75.6,-4.7,0.695,106.1,47.8,34.3,70.1,5.1,1
12/5/2013,21300278,LAC @ MEM,MEM,LAC,0.683,93.4,44.4,34.5,77.3,4.1,0.683,101.1,47.8,35.8,71.1,6.5,0
12/5/2013,21300279,MIA @ CHI,CHI,MIA,0.549,93.2,43.7,35.3,77.3,0.3,0.805,102.9,49.6,39.6,75.4,7.9,1
12/5/2013,21300277,NYK @ BKN,BKN,NYK,0.598,96.9,45,35.7,73.1,1.8,0.659,100,44.8,37.6,75.9,4.2,0
12/6/2013,21300286,OKC @ NOP,NOP,OKC,0.329,94.1,44.8,36.3,77.6,-3.9,0.732,105.7,48.1,37.7,82.8,9.2,0
12/6/2013,21300283,DEN @ BOS,BOS,DEN,0.506,96.5,46.5,35.8,77.6,-0.2,0.695,106.1,47.8,34.3,70.1,5.1,1
12/6/2013,21300281,MIL @ WAS,WAS,MIL,0.354,93.2,43.5,36.5,73.3,-2.5,0.463,98.9,43.5,36,73.6,-1.5,0
12/6/2013,21300284,ORL @ NYK,NYK,ORL,0.659,100,44.8,37.6,75.9,4.2,0.244,94.1,44.8,32.9,75.5,-7,1
12/6/2013,21300289,LAL @ SAC,SAC,LAL,0.341,100.2,44.7,36.3,76.9,-4.9,0.549,102.2,45.8,35.5,69.2,1.2,0
12/6/2013,21300280,PHI @ CHA,CHA,PHI,0.256,93.4,42.5,33.5,75,-9.2,0.415,93.2,44.4,36,72.9,-3.3,1
12/6/2013,21300285,GSW @ HOU,HOU,GSW,0.549,106,46.1,36.6,75.4,3.5,0.573,101.2,45.8,40.3,79,0.9,1
12/6/2013,21300288,UTA @ POR,POR,UTA,0.402,97.5,44.8,35.3,77.6,-3.2,0.524,98,45.4,36.6,76.4,-0.1,1
12/6/2013,21300287,TOR @ PHX,PHX,TOR,0.305,95.2,44.3,33,74.4,-6.5,0.415,97.2,44.6,34.3,78.8,-1.5,1
12/6/2013,21300282,CLE @ ATL,ATL,CLE,0.537,98,46.4,37.1,71.5,0.4,0.293,96.5,43.4,34.6,75.6,-4.7,1
12/7/2013,21300290,DEN @ PHI,PHI,DEN,0.415,93.2,44.4,36,72.9,-3.3,0.695,106.1,47.8,34.3,70.1,5.1,0
12/7/2013,21300293,GSW @ MEM,MEM,GSW,0.683,93.4,44.4,34.5,77.3,4.1,0.573,101.2,45.8,40.3,79,0.9,0
12/7/2013,21300296,IND @ SAS,SAS,IND,0.707,103,48.1,37.6,79.1,6.4,0.605,94.7,43.6,34.7,74.6,4,0
12/7/2013,21300294,MIA @ MIN,MIN,MIA,0.378,95.7,43.9,30.5,74.2,-2.4,0.805,102.9,49.6,39.6,75.4,7.9,0
12/7/2013,21300297,SAC @ UTA,UTA,SAC,0.524,98,45.4,36.6,76.4,-0.1,0.341,100.2,44.7,36.3,76.9,-4.9,0
12/7/2013,21300298,DAL @ POR,POR,DAL,0.402,97.5,44.8,35.3,77.6,-3.2,0.5,101.1,46.2,37.2,79.3,-0.6,0
12/7/2013,21300291,LAC @ CLE,CLE,LAC,0.293,96.5,43.4,34.6,75.6,-4.7,0.683,101.1,47.8,35.8,71.1,6.5,1
12/7/2013,21300292,DET @ CHI,CHI,DET,0.549,93.2,43.7,35.3,77.3,0.3,0.354,94.9,44.9,35.6,69.9,-4,0
12/7/2013,21300295,BKN @ MIL,MIL,BKN,0.463,98.9,43.5,36,73.6,-1.5,0.598,96.9,45,35.7,73.1,1.8,0
12/8/2013,21300300,MIA @ DET,DET,MIA,0.354,94.9,44.9,35.6,69.9,-4,0.805,102.9,49.6,39.6,75.4,7.9,0
12/8/2013,21300302,IND @ OKC,OKC,IND,0.732,105.7,48.1,37.7,82.8,9.2,0.605,94.7,43.6,34.7,74.6,4,1
12/8/2013,21300301,ORL @ HOU,HOU,ORL,0.549,106,46.1,36.6,75.4,3.5,0.244,94.1,44.8,32.9,75.5,-7,1
12/8/2013,21300299,BOS @ NYK,NYK,BOS,0.659,100,44.8,37.6,75.9,4.2,0.506,96.5,46.5,35.8,77.6,-0.2,0
12/8/2013,21300303,TOR @ LAL,LAL,TOR,0.549,102.2,45.8,35.5,69.2,1.2,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/9/2013,21300307,ORL @ MEM,MEM,ORL,0.683,93.4,44.4,34.5,77.3,4.1,0.244,94.1,44.8,32.9,75.5,-7,1
12/9/2013,21300308,POR @ UTA,UTA,POR,0.524,98,45.4,36.6,76.4,-0.1,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/9/2013,21300309,DAL @ SAC,SAC,DAL,0.341,100.2,44.7,36.3,76.9,-4.9,0.5,101.1,46.2,37.2,79.3,-0.6,1
12/9/2013,21300304,GSW @ CHA,CHA,GSW,0.256,93.4,42.5,33.5,75,-9.2,0.573,101.2,45.8,40.3,79,0.9,1
12/9/2013,21300305,LAC @ PHI,PHI,LAC,0.415,93.2,44.4,36,72.9,-3.3,0.683,101.1,47.8,35.8,71.1,6.5,0
12/9/2013,21300306,DEN @ WAS,WAS,DEN,0.354,93.2,43.5,36.5,73.3,-2.5,0.695,106.1,47.8,34.3,70.1,5.1,0
12/10/2013,21300313,OKC @ ATL,ATL,OKC,0.537,98,46.4,37.1,71.5,0.4,0.732,105.7,48.1,37.7,82.8,9.2,0
12/10/2013,21300310,NYK @ CLE,CLE,NYK,0.293,96.5,43.4,34.6,75.6,-4.7,0.659,100,44.8,37.6,75.9,4.2,1
12/10/2013,21300316,MIL @ CHI,CHI,MIL,0.549,93.2,43.7,35.3,77.3,0.3,0.463,98.9,43.5,36,73.6,-1.5,0
12/10/2013,21300314,BOS @ BKN,BKN,BOS,0.598,96.9,45,35.7,73.1,1.8,0.506,96.5,46.5,35.8,77.6,-0.2,1
12/10/2013,21300315,MIN @ DET,DET,MIN,0.354,94.9,44.9,35.6,69.9,-4,0.378,95.7,43.9,30.5,74.2,-2.4,0
12/10/2013,21300317,PHX @ LAL,LAL,PHX,0.549,102.2,45.8,35.5,69.2,1.2,0.305,95.2,44.3,33,74.4,-6.5,0
12/10/2013,21300311,MIA @ IND,IND,MIA,0.605,94.7,43.6,34.7,74.6,4,0.805,102.9,49.6,39.6,75.4,7.9,1
12/10/2013,21300312,SAS @ TOR,TOR,SAS,0.415,97.2,44.6,34.3,78.8,-1.5,0.707,103,48.1,37.6,79.1,6.4,0
12/11/2013,21300324,CHI @ NYK,NYK,CHI,0.659,100,44.8,37.6,75.9,4.2,0.549,93.2,43.7,35.3,77.3,0.3,1
12/11/2013,21300321,SAS @ MIL,MIL,SAS,0.463,98.9,43.5,36,73.6,-1.5,0.707,103,48.1,37.6,79.1,6.4,0
12/11/2013,21300322,PHI @ MIN,MIN,PHI,0.378,95.7,43.9,30.5,74.2,-2.4,0.415,93.2,44.4,36,72.9,-3.3,1
12/11/2013,21300320,OKC @ MEM,MEM,OKC,0.683,93.4,44.4,34.5,77.3,4.1,0.732,105.7,48.1,37.7,82.8,9.2,0
12/11/2013,21300319,LAC @ BOS,BOS,LAC,0.506,96.5,46.5,35.8,77.6,-0.2,0.683,101.1,47.8,35.8,71.1,6.5,0
12/11/2013,21300326,DAL @ GSW,GSW,DAL,0.573,101.2,45.8,40.3,79,0.9,0.5,101.1,46.2,37.2,79.3,-0.6,1
12/11/2013,21300325,UTA @ SAC,SAC,UTA,0.341,100.2,44.7,36.3,76.9,-4.9,0.524,98,45.4,36.6,76.4,-0.1,0
12/11/2013,21300318,ORL @ CHA,CHA,ORL,0.256,93.4,42.5,33.5,75,-9.2,0.244,94.1,44.8,32.9,75.5,-7,0
12/11/2013,21300323,DET @ NOP,NOP,DET,0.329,94.1,44.8,36.3,77.6,-3.9,0.354,94.9,44.9,35.6,69.9,-4,1
12/12/2013,21300328,HOU @ POR,POR,HOU,0.402,97.5,44.8,35.3,77.6,-3.2,0.549,106,46.1,36.6,75.4,3.5,1
12/12/2013,21300327,LAC @ BKN,BKN,LAC,0.598,96.9,45,35.7,73.1,1.8,0.683,101.1,47.8,35.8,71.1,6.5,1
12/13/2013,21300337,CHI @ MIL,MIL,CHI,0.463,98.9,43.5,36,73.6,-1.5,0.549,93.2,43.7,35.3,77.3,0.3,0
12/13/2013,21300332,WAS @ ATL,ATL,WAS,0.537,98,46.4,37.1,71.5,0.4,0.354,93.2,43.5,36.5,73.3,-2.5,1
12/13/2013,21300331,PHI @ TOR,TOR,PHI,0.415,97.2,44.6,34.3,78.8,-1.5,0.415,93.2,44.4,36,72.9,-3.3,1
12/13/2013,21300338,MIN @ SAS,SAS,MIN,0.707,103,48.1,37.6,79.1,6.4,0.378,95.7,43.9,30.5,74.2,-2.4,1
12/13/2013,21300339,UTA @ DEN,DEN,UTA,0.695,106.1,47.8,34.3,70.1,5.1,0.524,98,45.4,36.6,76.4,-0.1,0
12/13/2013,21300334,BKN @ DET,DET,BKN,0.354,94.9,44.9,35.6,69.9,-4,0.598,96.9,45,35.7,73.1,1.8,1
12/13/2013,21300340,SAC @ PHX,PHX,SAC,0.305,95.2,44.3,33,74.4,-6.5,0.341,100.2,44.7,36.3,76.9,-4.9,1
12/13/2013,21300329,CHA @ IND,IND,CHA,0.605,94.7,43.6,34.7,74.6,4,0.256,93.4,42.5,33.5,75,-9.2,1
12/13/2013,21300341,HOU @ GSW,GSW,HOU,0.573,101.2,45.8,40.3,79,0.9,0.549,106,46.1,36.6,75.4,3.5,0
12/13/2013,21300330,CLE @ ORL,ORL,CLE,0.244,94.1,44.8,32.9,75.5,-7,0.293,96.5,43.4,34.6,75.6,-4.7,0
12/13/2013,21300335,MEM @ NOP,NOP,MEM,0.329,94.1,44.8,36.3,77.6,-3.9,0.683,93.4,44.4,34.5,77.3,4.1,1
