GAME_DATE,GAME_ID,MATCHUP,HOME_TEAM,AWAY_TEAM,HOME_PREV_SEAS_WIN_PERC,HOME_PREV_SEAS_AVG_PTS_PER_GAME,HOME_PREV_SEAS_FG_PERC,HOME_PREV_SEAS_THREE_PERC,HOME_PREV_SEAS_FREE_THROW_PERC,HOME_PREV_SEAS_PLUS_MINUS,AWAY_PREV_SEAS_WIN_PERC,AWAY_PREV_SEAS_AVG_PTS_PER_GAME,AWAY_PREV_SEAS_FG_PERC,AWAY_PREV_SEAS_THREE_PERC,AWAY_PREV_SEAS_FREE_THROW_PERC,AWAY_PREV_SEAS_PLUS_MINUS,HOME_WIN
12/13/2013,21300333,NYK @ BOS,BOS,NYK,0.506,96.5,46.5,35.8,77.6,-0.2,0.659,100,44.8,37.6,75.9,4.2,1
12/13/2013,21300336,LAL @ OKC,OKC,LAL,0.732,105.7,48.1,37.7,82.8,9.2,0.549,102.2,45.8,35.5,69.2,1.2,1
12/14/2013,21300342,LAL @ CHA,CHA,LAL,0.256,93.4,42.5,33.5,75,-9.2,0.549,102.2,45.8,35.5,69.2,1.2,0
12/14/2013,21300347,POR @ PHI,PHI,POR,0.415,93.2,44.4,36,72.9,-3.3,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/14/2013,21300349,SAS @ UTA,UTA,SAS,0.524,98,45.4,36.6,76.4,-0.1,0.707,103,48.1,37.6,79.1,6.4,0
12/14/2013,21300348,MIL @ DAL,DAL,MIL,0.5,101.1,46.2,37.2,79.3,-0.6,0.463,98.9,43.5,36,73.6,-1.5,1
12/14/2013,21300346,TOR @ CHI,CHI,TOR,0.549,93.2,43.7,35.3,77.3,0.3,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/14/2013,21300344,CLE @ MIA,MIA,CLE,0.805,102.9,49.6,39.6,75.4,7.9,0.293,96.5,43.4,34.6,75.6,-4.7,1
12/14/2013,21300343,LAC @ WAS,WAS,LAC,0.354,93.2,43.5,36.5,73.3,-2.5,0.683,101.1,47.8,35.8,71.1,6.5,0
12/14/2013,21300345,ATL @ NYK,NYK,ATL,0.659,100,44.8,37.6,75.9,4.2,0.537,98,46.4,37.1,71.5,0.4,1
12/15/2013,21300353,ORL @ OKC,OKC,ORL,0.732,105.7,48.1,37.7,82.8,9.2,0.244,94.1,44.8,32.9,75.5,-7,1
12/15/2013,21300350,HOU @ SAC,SAC,HOU,0.341,100.2,44.7,36.3,76.9,-4.9,0.549,106,46.1,36.6,75.4,3.5,1
12/15/2013,21300352,POR @ DET,DET,POR,0.354,94.9,44.9,35.6,69.9,-4,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/15/2013,21300354,NOP @ DEN,DEN,NOP,0.695,106.1,47.8,34.3,70.1,5.1,0.329,94.1,44.8,36.3,77.6,-3.9,1
12/15/2013,21300355,GSW @ PHX,PHX,GSW,0.305,95.2,44.3,33,74.4,-6.5,0.573,101.2,45.8,40.3,79,0.9,1
12/15/2013,21300351,MIN @ MEM,MEM,MIN,0.683,93.4,44.4,34.5,77.3,4.1,0.378,95.7,43.9,30.5,74.2,-2.4,0
12/16/2013,21300358,MIN @ BOS,BOS,MIN,0.506,96.5,46.5,35.8,77.6,-0.2,0.378,95.7,43.9,30.5,74.2,-2.4,1
12/16/2013,21300356,DET @ IND,IND,DET,0.605,94.7,43.6,34.7,74.6,4,0.354,94.9,44.9,35.6,69.9,-4,0
12/16/2013,21300363,SAS @ LAC,LAC,SAS,0.683,101.1,47.8,35.8,71.1,6.5,0.707,103,48.1,37.6,79.1,6.4,1
12/16/2013,21300362,ORL @ CHI,CHI,ORL,0.549,93.2,43.7,35.3,77.3,0.3,0.244,94.1,44.8,32.9,75.5,-7,0
12/16/2013,21300359,PHI @ BKN,BKN,PHI,0.598,96.9,45,35.7,73.1,1.8,0.415,93.2,44.4,36,72.9,-3.3,1
12/16/2013,21300360,UTA @ MIA,MIA,UTA,0.805,102.9,49.6,39.6,75.4,7.9,0.524,98,45.4,36.6,76.4,-0.1,1
12/16/2013,21300361,WAS @ NYK,NYK,WAS,0.659,100,44.8,37.6,75.9,4.2,0.354,93.2,43.5,36.5,73.3,-2.5,0
12/16/2013,21300357,LAL @ ATL,ATL,LAL,0.537,98,46.4,37.1,71.5,0.4,0.549,102.2,45.8,35.5,69.2,1.2,1
12/17/2013,21300365,POR @ CLE,CLE,POR,0.293,96.5,43.4,34.6,75.6,-4.7,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/17/2013,21300366,LAL @ MEM,MEM,LAL,0.683,93.4,44.4,34.5,77.3,4.1,0.549,102.2,45.8,35.5,69.2,1.2,0
12/17/2013,21300364,SAC @ CHA,CHA,SAC,0.256,93.4,42.5,33.5,75,-9.2,0.341,100.2,44.7,36.3,76.9,-4.9,1
12/17/2013,21300367,OKC @ DEN,DEN,OKC,0.695,106.1,47.8,34.3,70.1,5.1,0.732,105.7,48.1,37.7,82.8,9.2,0
12/17/2013,21300368,NOP @ GSW,GSW,NOP,0.573,101.2,45.8,40.3,79,0.9,0.329,94.1,44.8,36.3,77.6,-3.9,1
12/18/2013,21300378,SAS @ PHX,PHX,SAS,0.305,95.2,44.3,33,74.4,-6.5,0.707,103,48.1,37.6,79.1,6.4,0
12/18/2013,21300373,DET @ BOS,BOS,DET,0.506,96.5,46.5,35.8,77.6,-0.2,0.354,94.9,44.9,35.6,69.9,-4,0
12/18/2013,21300372,SAC @ ATL,ATL,SAC,0.537,98,46.4,37.1,71.5,0.4,0.341,100.2,44.7,36.3,76.9,-4.9,1
12/18/2013,21300375,NYK @ MIL,MIL,NYK,0.463,98.9,43.5,36,73.6,-1.5,0.659,100,44.8,37.6,75.9,4.2,0
12/18/2013,21300376,POR @ MIN,MIN,POR,0.378,95.7,43.9,30.5,74.2,-2.4,0.402,97.5,44.8,35.3,77.6,-3.2,1
12/18/2013,21300371,CHA @ TOR,TOR,CHA,0.415,97.2,44.6,34.3,78.8,-1.5,0.256,93.4,42.5,33.5,75,-9.2,0
12/18/2013,21300374,WAS @ BKN,BKN,WAS,0.598,96.9,45,35.7,73.1,1.8,0.354,93.2,43.5,36.5,73.3,-2.5,0
12/18/2013,21300369,IND @ MIA,MIA,IND,0.805,102.9,49.6,39.6,75.4,7.9,0.605,94.7,43.6,34.7,74.6,4,1
12/18/2013,21300380,NOP @ LAC,LAC,NOP,0.683,101.1,47.8,35.8,71.1,6.5,0.329,94.1,44.8,36.3,77.6,-3.9,1
12/18/2013,21300379,CHI @ HOU,HOU,CHI,0.549,106,46.1,36.6,75.4,3.5,0.549,93.2,43.7,35.3,77.3,0.3,1
12/18/2013,21300370,UTA @ ORL,ORL,UTA,0.244,94.1,44.8,32.9,75.5,-7,0.524,98,45.4,36.6,76.4,-0.1,0
12/18/2013,21300377,MEM @ DAL,DAL,MEM,0.5,101.1,46.2,37.2,79.3,-0.6,0.683,93.4,44.4,34.5,77.3,4.1,1
12/19/2013,21300382,SAS @ GSW,GSW,SAS,0.573,101.2,45.8,40.3,79,0.9,0.707,103,48.1,37.6,79.1,6.4,0
12/19/2013,21300381,CHI @ OKC,OKC,CHI,0.732,105.7,48.1,37.7,82.8,9.2,0.549,93.2,43.7,35.3,77.3,0.3,1
12/20/2013,21300386,CHA @ DET,DET,CHA,0.354,94.9,44.9,35.6,69.9,-4,0.256,93.4,42.5,33.5,75,-9.2,0
12/20/2013,21300384,UTA @ ATL,ATL,UTA,0.537,98,46.4,37.1,71.5,0.4,0.524,98,45.4,36.6,76.4,-0.1,1
12/20/2013,21300390,PHX @ DEN,DEN,PHX,0.695,106.1,47.8,34.3,70.1,5.1,0.305,95.2,44.3,33,74.4,-6.5,0
12/20/2013,21300389,TOR @ DAL,DAL,TOR,0.5,101.1,46.2,37.2,79.3,-0.6,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/20/2013,21300387,SAC @ MIA,MIA,SAC,0.805,102.9,49.6,39.6,75.4,7.9,0.341,100.2,44.7,36.3,76.9,-4.9,1
12/20/2013,21300385,MIL @ CLE,CLE,MIL,0.293,96.5,43.4,34.6,75.6,-4.7,0.463,98.9,43.5,36,73.6,-1.5,1
12/20/2013,21300391,MIN @ LAL,LAL,MIN,0.549,102.2,45.8,35.5,69.2,1.2,0.378,95.7,43.9,30.5,74.2,-2.4,1
12/20/2013,21300388,HOU @ IND,IND,HOU,0.605,94.7,43.6,34.7,74.6,4,0.549,106,46.1,36.6,75.4,3.5,1
12/20/2013,21300383,BKN @ PHI,PHI,BKN,0.415,93.2,44.4,36,72.9,-3.3,0.598,96.9,45,35.7,73.1,1.8,1
12/21/2013,21300399,OKC @ SAS,SAS,OKC,0.707,103,48.1,37.6,79.1,6.4,0.732,105.7,48.1,37.7,82.8,9.2,0
12/21/2013,21300398,PHI @ MIL,MIL,PHI,0.463,98.9,43.5,36,73.6,-1.5,0.415,93.2,44.4,36,72.9,-3.3,1
12/21/2013,21300395,SAC @ ORL,ORL,SAC,0.244,94.1,44.8,32.9,75.5,-7,0.341,100.2,44.7,36.3,76.9,-4.9,0
12/21/2013,21300394,UTA @ CHA,CHA,UTA,0.256,93.4,42.5,33.5,75,-9.2,0.524,98,45.4,36.6,76.4,-0.1,0
12/21/2013,21300400,DAL @ PHX,PHX,DAL,0.305,95.2,44.3,33,74.4,-6.5,0.5,101.1,46.2,37.2,79.3,-0.6,1
12/21/2013,21300403,DEN @ LAC,LAC,DEN,0.683,101.1,47.8,35.8,71.1,6.5,0.695,106.1,47.8,34.3,70.1,5.1,1
12/21/2013,21300402,LAL @ GSW,GSW,LAL,0.573,101.2,45.8,40.3,79,0.9,0.549,102.2,45.8,35.5,69.2,1.2,1
12/21/2013,21300393,WAS @ BOS,BOS,WAS,0.506,96.5,46.5,35.8,77.6,-0.2,0.354,93.2,43.5,36.5,73.3,-2.5,0
12/21/2013,21300401,NOP @ POR,POR,NOP,0.402,97.5,44.8,35.3,77.6,-3.2,0.329,94.1,44.8,36.3,77.6,-3.9,1
12/21/2013,21300392,MEM @ NYK,NYK,MEM,0.659,100,44.8,37.6,75.9,4.2,0.683,93.4,44.4,34.5,77.3,4.1,0
12/21/2013,21300396,HOU @ DET,DET,HOU,0.354,94.9,44.9,35.6,69.9,-4,0.549,106,46.1,36.6,75.4,3.5,0
12/21/2013,21300397,CLE @ CHI,CHI,CLE,0.549,93.2,43.7,35.3,77.3,0.3,0.293,96.5,43.4,34.6,75.6,-4.7,1
12/22/2013,21300406,MIN @ LAC,LAC,MIN,0.683,101.1,47.8,35.8,71.1,6.5,0.378,95.7,43.9,30.5,74.2,-2.4,1
12/22/2013,21300404,BOS @ IND,IND,BOS,0.605,94.7,43.6,34.7,74.6,4,0.506,96.5,46.5,35.8,77.6,-0.2,1
12/22/2013,21300405,TOR @ OKC,OKC,TOR,0.732,105.7,48.1,37.7,82.8,9.2,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/23/2013,21300413,UTA @ MEM,MEM,UTA,0.683,93.4,44.4,34.5,77.3,4.1,0.524,98,45.4,36.6,76.4,-0.1,1
12/23/2013,21300414,TOR @ SAS,SAS,TOR,0.707,103,48.1,37.6,79.1,6.4,0.415,97.2,44.6,34.3,78.8,-1.5,1
12/23/2013,21300410,IND @ BKN,BKN,IND,0.598,96.9,45,35.7,73.1,1.8,0.605,94.7,43.6,34.7,74.6,4,0
12/23/2013,21300409,NYK @ ORL,ORL,NYK,0.244,94.1,44.8,32.9,75.5,-7,0.659,100,44.8,37.6,75.9,4.2,0
12/23/2013,21300408,DET @ CLE,CLE,DET,0.293,96.5,43.4,34.6,75.6,-4.7,0.354,94.9,44.9,35.6,69.9,-4,0
12/23/2013,21300417,NOP @ SAC,SAC,NOP,0.341,100.2,44.7,36.3,76.9,-4.9,0.329,94.1,44.8,36.3,77.6,-3.9,0
12/23/2013,21300412,DAL @ HOU,HOU,DAL,0.549,106,46.1,36.6,75.4,3.5,0.5,101.1,46.2,37.2,79.3,-0.6,0
12/23/2013,21300415,GSW @ DEN,DEN,GSW,0.695,106.1,47.8,34.3,70.1,5.1,0.573,101.2,45.8,40.3,79,0.9,0
12/23/2013,21300407,MIL @ CHA,CHA,MIL,0.256,93.4,42.5,33.5,75,-9.2,0.463,98.9,43.5,36,73.6,-1.5,1
12/23/2013,21300416,LAL @ PHX,PHX,LAL,0.305,95.2,44.3,33,74.4,-6.5,0.549,102.2,45.8,35.5,69.2,1.2,1
12/23/2013,21300411,ATL @ MIA,MIA,ATL,0.805,102.9,49.6,39.6,75.4,7.9,0.537,98,46.4,37.1,71.5,0.4,1
12/25/2013,21300422,LAC @ GSW,GSW,LAC,0.573,101.2,45.8,40.3,79,0.9,0.683,101.1,47.8,35.8,71.1,6.5,1
12/25/2013,21300421,HOU @ SAS,SAS,HOU,0.707,103,48.1,37.6,79.1,6.4,0.549,106,46.1,36.6,75.4,3.5,0
12/25/2013,21300419,OKC @ NYK,NYK,OKC,0.659,100,44.8,37.6,75.9,4.2,0.732,105.7,48.1,37.7,82.8,9.2,0
12/25/2013,21300420,MIA @ LAL,LAL,MIA,0.549,102.2,45.8,35.5,69.2,1.2,0.805,102.9,49.6,39.6,75.4,7.9,0
12/25/2013,21300418,CHI @ BKN,BKN,CHI,0.598,96.9,45,35.7,73.1,1.8,0.549,93.2,43.7,35.3,77.3,0.3,0
12/26/2013,21300423,ATL @ CLE,CLE,ATL,0.293,96.5,43.4,34.6,75.6,-4.7,0.537,98,46.4,37.1,71.5,0.4,0
12/26/2013,21300424,MEM @ HOU,HOU,MEM,0.549,106,46.1,36.6,75.4,3.5,0.683,93.4,44.4,34.5,77.3,4.1,1
12/26/2013,21300426,LAC @ POR,POR,LAC,0.402,97.5,44.8,35.3,77.6,-3.2,0.683,101.1,47.8,35.8,71.1,6.5,1
12/26/2013,21300425,SAS @ DAL,DAL,SAS,0.5,101.1,46.2,37.2,79.3,-0.6,0.707,103,48.1,37.6,79.1,6.4,0
12/27/2013,21300435,PHX @ GSW,GSW,PHX,0.573,101.2,45.8,40.3,79,0.9,0.305,95.2,44.3,33,74.4,-6.5,1
12/27/2013,21300431,WAS @ MIN,MIN,WAS,0.378,95.7,43.9,30.5,74.2,-2.4,0.354,93.2,43.5,36.5,73.3,-2.5,1
12/27/2013,21300430,TOR @ NYK,NYK,TOR,0.659,100,44.8,37.6,75.9,4.2,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/27/2013,21300429,MIL @ BKN,BKN,MIL,0.598,96.9,45,35.7,73.1,1.8,0.463,98.9,43.5,36,73.6,-1.5,1
12/27/2013,21300428,DET @ ORL,ORL,DET,0.244,94.1,44.8,32.9,75.5,-7,0.354,94.9,44.9,35.6,69.9,-4,1
12/27/2013,21300432,DEN @ NOP,NOP,DEN,0.329,94.1,44.8,36.3,77.6,-3.9,0.695,106.1,47.8,34.3,70.1,5.1,1
12/27/2013,21300433,LAL @ UTA,UTA,LAL,0.524,98,45.4,36.6,76.4,-0.1,0.549,102.2,45.8,35.5,69.2,1.2,1
12/27/2013,21300427,OKC @ CHA,CHA,OKC,0.256,93.4,42.5,33.5,75,-9.2,0.732,105.7,48.1,37.7,82.8,9.2,0
12/27/2013,21300434,MIA @ SAC,SAC,MIA,0.341,100.2,44.7,36.3,76.9,-4.9,0.805,102.9,49.6,39.6,75.4,7.9,1
12/28/2013,21300442,NOP @ HOU,HOU,NOP,0.549,106,46.1,36.6,75.4,3.5,0.329,94.1,44.8,36.3,77.6,-3.9,1
12/28/2013,21300447,UTA @ LAC,LAC,UTA,0.683,101.1,47.8,35.8,71.1,6.5,0.524,98,45.4,36.6,76.4,-0.1,1
12/28/2013,21300445,PHI @ PHX,PHX,PHI,0.305,95.2,44.3,33,74.4,-6.5,0.415,93.2,44.4,36,72.9,-3.3,1
12/28/2013,21300443,DEN @ MEM,MEM,DEN,0.683,93.4,44.4,34.5,77.3,4.1,0.695,106.1,47.8,34.3,70.1,5.1,1
12/28/2013,21300439,DET @ WAS,WAS,DET,0.354,93.2,43.5,36.5,73.3,-2.5,0.354,94.9,44.9,35.6,69.9,-4,1
12/28/2013,21300438,NYK @ TOR,TOR,NYK,0.415,97.2,44.6,34.3,78.8,-1.5,0.659,100,44.8,37.6,75.9,4.2,1
12/28/2013,21300444,MIN @ MIL,MIL,MIN,0.463,98.9,43.5,36,73.6,-1.5,0.378,95.7,43.9,30.5,74.2,-2.4,0
12/28/2013,21300436,CLE @ BOS,BOS,CLE,0.506,96.5,46.5,35.8,77.6,-0.2,0.293,96.5,43.4,34.6,75.6,-4.7,1
12/28/2013,21300437,BKN @ IND,IND,BKN,0.605,94.7,43.6,34.7,74.6,4,0.598,96.9,45,35.7,73.1,1.8,1
12/28/2013,21300441,DAL @ CHI,CHI,DAL,0.549,93.2,43.7,35.3,77.3,0.3,0.5,101.1,46.2,37.2,79.3,-0.6,0
12/28/2013,21300446,MIA @ POR,POR,MIA,0.402,97.5,44.8,35.3,77.6,-3.2,0.805,102.9,49.6,39.6,75.4,7.9,0
12/28/2013,21300440,CHA @ ATL,ATL,CHA,0.537,98,46.4,37.1,71.5,0.4,0.256,93.4,42.5,33.5,75,-9.2,1
12/29/2013,21300450,HOU @ OKC,OKC,HOU,0.732,105.7,48.1,37.7,82.8,9.2,0.549,106,46.1,36.6,75.4,3.5,1
12/29/2013,21300448,GSW @ CLE,CLE,GSW,0.293,96.5,43.4,34.6,75.6,-4.7,0.573,101.2,45.8,40.3,79,0.9,0
12/29/2013,21300449,ATL @ ORL,ORL,ATL,0.244,94.1,44.8,32.9,75.5,-7,0.537,98,46.4,37.1,71.5,0.4,1
12/29/2013,21300451,SAC @ SAS,SAS,SAC,0.707,103,48.1,37.6,79.1,6.4,0.341,100.2,44.7,36.3,76.9,-4.9,1
12/29/2013,21300452,PHI @ LAL,LAL,PHI,0.549,102.2,45.8,35.5,69.2,1.2,0.415,93.2,44.4,36,72.9,-3.3,0
12/30/2013,21300456,POR @ NOP,NOP,POR,0.329,94.1,44.8,36.3,77.6,-3.9,0.402,97.5,44.8,35.3,77.6,-3.2,1
12/30/2013,21300454,CHI @ MEM,MEM,CHI,0.683,93.4,44.4,34.5,77.3,4.1,0.549,93.2,43.7,35.3,77.3,0.3,0
12/30/2013,21300453,WAS @ DET,DET,WAS,0.354,94.9,44.9,35.6,69.9,-4,0.354,93.2,43.5,36.5,73.3,-2.5,0
12/30/2013,21300458,CHA @ UTA,UTA,CHA,0.524,98,45.4,36.6,76.4,-0.1,0.256,93.4,42.5,33.5,75,-9.2,1
12/30/2013,21300457,MIA @ DEN,DEN,MIA,0.695,106.1,47.8,34.3,70.1,5.1,0.805,102.9,49.6,39.6,75.4,7.9,0
12/30/2013,21300455,DAL @ MIN,MIN,DAL,0.378,95.7,43.9,30.5,74.2,-2.4,0.5,101.1,46.2,37.2,79.3,-0.6,0
12/30/2013,21300459,PHX @ LAC,LAC,PHX,0.683,101.1,47.8,35.8,71.1,6.5,0.305,95.2,44.3,33,74.4,-6.5,0
12/31/2013,21300462,GSW @ ORL,ORL,GSW,0.244,94.1,44.8,32.9,75.5,-7,0.573,101.2,45.8,40.3,79,0.9,0
12/31/2013,21300460,ATL @ BOS,BOS,ATL,0.506,96.5,46.5,35.8,77.6,-0.2,0.537,98,46.4,37.1,71.5,0.4,0
12/31/2013,21300461,CLE @ IND,IND,CLE,0.605,94.7,43.6,34.7,74.6,4,0.293,96.5,43.4,34.6,75.6,-4.7,1
12/31/2013,21300464,SAC @ HOU,HOU,SAC,0.549,106,46.1,36.6,75.4,3.5,0.341,100.2,44.7,36.3,76.9,-4.9,0
12/31/2013,21300465,BKN @ SAS,SAS,BKN,0.707,103,48.1,37.6,79.1,6.4,0.598,96.9,45,35.7,73.1,1.8,1
12/31/2013,21300463,TOR @ CHI,CHI,TOR,0.549,93.2,43.7,35.3,77.3,0.3,0.415,97.2,44.6,34.3,78.8,-1.5,0
12/31/2013,21300466,POR @ OKC,OKC,POR,0.732,105.7,48.1,37.7,82.8,9.2,0.402,97.5,44.8,35.3,77.6,-3.2,0
12/31/2013,21300467,MIL @ LAL,LAL,MIL,0.549,102.2,45.8,35.5,69.2,1.2,0.463,98.9,43.5,36,73.6,-1.5,0
1/1/2014,21300471,PHI @ DEN,DEN,PHI,0.695,106.1,47.8,34.3,70.1,5.1,0.415,93.2,44.4,36,72.9,-3.3,0
1/1/2014,21300470,NOP @ MIN,MIN,NOP,0.378,95.7,43.9,30.5,74.2,-2.4,0.329,94.1,44.8,36.3,77.6,-3.9,1
1/1/2014,21300468,DAL @ WAS,WAS,DAL,0.354,93.2,43.5,36.5,73.3,-2.5,0.5,101.1,46.2,37.2,79.3,-0.6,0
1/1/2014,21300469,IND @ TOR,TOR,IND,0.415,97.2,44.6,34.3,78.8,-1.5,0.605,94.7,43.6,34.7,74.6,4,1
1/1/2014,21300472,CHA @ LAC,LAC,CHA,0.683,101.1,47.8,35.8,71.1,6.5,0.256,93.4,42.5,33.5,75,-9.2,1
1/2/2014,21300474,GSW @ MIA,MIA,GSW,0.805,102.9,49.6,39.6,75.4,7.9,0.573,101.2,45.8,40.3,79,0.9,0
1/2/2014,21300475,BOS @ CHI,CHI,BOS,0.549,93.2,43.7,35.3,77.3,0.3,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/2/2014,21300481,PHI @ SAC,SAC,PHI,0.341,100.2,44.7,36.3,76.9,-4.9,0.415,93.2,44.4,36,72.9,-3.3,0
1/2/2014,21300473,ORL @ CLE,CLE,ORL,0.293,96.5,43.4,34.6,75.6,-4.7,0.244,94.1,44.8,32.9,75.5,-7,1
1/2/2014,21300478,MEM @ PHX,PHX,MEM,0.305,95.2,44.3,33,74.4,-6.5,0.683,93.4,44.4,34.5,77.3,4.1,0
1/2/2014,21300479,MIL @ UTA,UTA,MIL,0.524,98,45.4,36.6,76.4,-0.1,0.463,98.9,43.5,36,73.6,-1.5,1
1/2/2014,21300480,CHA @ POR,POR,CHA,0.402,97.5,44.8,35.3,77.6,-3.2,0.256,93.4,42.5,33.5,75,-9.2,1
1/2/2014,21300476,BKN @ OKC,OKC,BKN,0.732,105.7,48.1,37.7,82.8,9.2,0.598,96.9,45,35.7,73.1,1.8,0
1/2/2014,21300477,NYK @ SAS,SAS,NYK,0.707,103,48.1,37.6,79.1,6.4,0.659,100,44.8,37.6,75.9,4.2,0
1/3/2014,21300483,GSW @ ATL,ATL,GSW,0.537,98,46.4,37.1,71.5,0.4,0.573,101.2,45.8,40.3,79,0.9,0
1/3/2014,21300486,LAC @ DAL,DAL,LAC,0.5,101.1,46.2,37.2,79.3,-0.6,0.683,101.1,47.8,35.8,71.1,6.5,0
1/3/2014,21300488,UTA @ LAL,LAL,UTA,0.549,102.2,45.8,35.5,69.2,1.2,0.524,98,45.4,36.6,76.4,-0.1,1
1/3/2014,21300487,MEM @ DEN,DEN,MEM,0.695,106.1,47.8,34.3,70.1,5.1,0.683,93.4,44.4,34.5,77.3,4.1,1
1/3/2014,21300484,NOP @ BOS,BOS,NOP,0.506,96.5,46.5,35.8,77.6,-0.2,0.329,94.1,44.8,36.3,77.6,-3.9,0
1/3/2014,21300485,NYK @ HOU,HOU,NYK,0.549,106,46.1,36.6,75.4,3.5,0.659,100,44.8,37.6,75.9,4.2,1
1/3/2014,21300482,TOR @ WAS,WAS,TOR,0.354,93.2,43.5,36.5,73.3,-2.5,0.415,97.2,44.6,34.3,78.8,-1.5,0
1/4/2014,21300490,MIA @ ORL,ORL,MIA,0.244,94.1,44.8,32.9,75.5,-7,0.805,102.9,49.6,39.6,75.4,7.9,0
1/4/2014,21300494,LAC @ SAS,SAS,LAC,0.707,103,48.1,37.6,79.1,6.4,0.683,101.1,47.8,35.8,71.1,6.5,1
1/4/2014,21300492,ATL @ CHI,CHI,ATL,0.549,93.2,43.7,35.3,77.3,0.3,0.537,98,46.4,37.1,71.5,0.4,1
1/4/2014,21300491,CLE @ BKN,BKN,CLE,0.598,96.9,45,35.7,73.1,1.8,0.293,96.5,43.4,34.6,75.6,-4.7,1
1/4/2014,21300495,MIL @ PHX,PHX,MIL,0.305,95.2,44.3,33,74.4,-6.5,0.463,98.9,43.5,36,73.6,-1.5,1
1/4/2014,21300493,OKC @ MIN,MIN,OKC,0.378,95.7,43.9,30.5,74.2,-2.4,0.732,105.7,48.1,37.7,82.8,9.2,0
1/4/2014,21300496,PHI @ POR,POR,PHI,0.402,97.5,44.8,35.3,77.6,-3.2,0.415,93.2,44.4,36,72.9,-3.3,0
1/4/2014,21300497,CHA @ SAC,SAC,CHA,0.341,100.2,44.7,36.3,76.9,-4.9,0.256,93.4,42.5,33.5,75,-9.2,0
1/4/2014,21300489,NOP @ IND,IND,NOP,0.605,94.7,43.6,34.7,74.6,4,0.329,94.1,44.8,36.3,77.6,-3.9,1
1/5/2014,21300499,IND @ CLE,CLE,IND,0.293,96.5,43.4,34.6,75.6,-4.7,0.605,94.7,43.6,34.7,74.6,4,0
1/5/2014,21300503,NYK @ DAL,DAL,NYK,0.5,101.1,46.2,37.2,79.3,-0.6,0.659,100,44.8,37.6,75.9,4.2,0
1/5/2014,21300498,MEM @ DET,DET,MEM,0.354,94.9,44.9,35.6,69.9,-4,0.683,93.4,44.4,34.5,77.3,4.1,0
1/5/2014,21300501,GSW @ WAS,WAS,GSW,0.354,93.2,43.5,36.5,73.3,-2.5,0.573,101.2,45.8,40.3,79,0.9,0
1/5/2014,21300504,DEN @ LAL,LAL,DEN,0.549,102.2,45.8,35.5,69.2,1.2,0.695,106.1,47.8,34.3,70.1,5.1,0
1/5/2014,21300502,BOS @ OKC,OKC,BOS,0.732,105.7,48.1,37.7,82.8,9.2,0.506,96.5,46.5,35.8,77.6,-0.2,1
1/5/2014,21300500,TOR @ MIA,MIA,TOR,0.805,102.9,49.6,39.6,75.4,7.9,0.415,97.2,44.6,34.3,78.8,-1.5,1
1/6/2014,21300507,ORL @ LAC,LAC,ORL,0.683,101.1,47.8,35.8,71.1,6.5,0.244,94.1,44.8,32.9,75.5,-7,1
1/6/2014,21300506,ATL @ BKN,BKN,ATL,0.598,96.9,45,35.7,73.1,1.8,0.537,98,46.4,37.1,71.5,0.4,1
1/6/2014,21300505,MIN @ PHI,PHI,MIN,0.415,93.2,44.4,36,72.9,-3.3,0.378,95.7,43.9,30.5,74.2,-2.4,0
1/7/2014,21300516,LAL @ DAL,DAL,LAL,0.5,101.1,46.2,37.2,79.3,-0.6,0.549,102.2,45.8,35.5,69.2,1.2,1
1/7/2014,21300512,DET @ NYK,NYK,DET,0.659,100,44.8,37.6,75.9,4.2,0.354,94.9,44.9,35.6,69.9,-4,1
1/7/2014,21300511,NOP @ MIA,MIA,NOP,0.805,102.9,49.6,39.6,75.4,7.9,0.329,94.1,44.8,36.3,77.6,-3.9,1
1/7/2014,21300513,PHX @ CHI,CHI,PHX,0.549,93.2,43.7,35.3,77.3,0.3,0.305,95.2,44.3,33,74.4,-6.5,1
1/7/2014,21300510,TOR @ IND,IND,TOR,0.605,94.7,43.6,34.7,74.6,4,0.415,97.2,44.6,34.3,78.8,-1.5,1
1/7/2014,21300518,OKC @ UTA,UTA,OKC,0.524,98,45.4,36.6,76.4,-0.1,0.732,105.7,48.1,37.7,82.8,9.2,1
1/7/2014,21300508,WAS @ CHA,CHA,WAS,0.256,93.4,42.5,33.5,75,-9.2,0.354,93.2,43.5,36.5,73.3,-2.5,0
1/7/2014,21300515,GSW @ MIL,MIL,GSW,0.463,98.9,43.5,36,73.6,-1.5,0.573,101.2,45.8,40.3,79,0.9,0
1/7/2014,21300509,PHI @ CLE,CLE,PHI,0.293,96.5,43.4,34.6,75.6,-4.7,0.415,93.2,44.4,36,72.9,-3.3,1
